,y1,y2,y3,y4,y5,y6
0,0.5966246902137889,0.36589963559800776,0.6208237459685528,0.36661975106764766,0.5025955645713465,0.8371742321134856
1,0.3278625195442231,0.704354658488966,0.37239550675372346,1.0068326225545594,1.006107478346696,0.8694837659449491
2,0.5333667715939655,0.8327689521650703,1.108446052663137,0.6139486653569538,0.5520786650997338,0.8296976936593755
3,1.0316666009625763,1.3706901248849779,1.5353982590608852,1.0576944741117282,1.6057650622696629,1.2631691152377964
4,1.707967657644064,0.9185867321230674,0.9173238710226315,1.2767523807973638,1.166622880449474,1.1726219201571846
5,1.1915881582910006,1.8462802588277303,1.2106024862883191,1.6998246364830403,1.9471511665916053,1.0382969688049406
6,1.6029923415753344,1.116521735808213,1.266067870775021,1.5984262864854972,1.2092298033295636,1.2511444731859953
7,1.538067219751556,1.6773642031673215,1.8592471661697239,1.5160916016883084,1.6102116258066137,1.6395340271391299
8,1.5992705293105605,2.123547394061761,1.429504635216001,1.8402978344277496,1.3896546948427584,2.0774557551814676
9,2.07261729640549,1.9149120562155355,1.2343036741182638,1.8604962198438444,1.4262277073931424,1.3056327014829372
10,1.8347807491784112,1.8836136182733147,1.962532244918243,2.034411304806777,1.6922910666744513,1.3608053927620651
11,1.6752351450191507,1.3262483914665752,1.7451830517204332,1.9505865990467757,1.0638509404351728,1.2356003211467237
12,1.2300161240654996,1.117545688194249,1.594083184435847,1.3092212308181903,1.1984126597073572,1.048929391024238
13,0.7287522113538418,0.999736824185551,1.291315477929891,1.116475531124027,1.5854529477105732,1.1915080757954088
14,0.7746171180667476,0.9412091325644794,0.8888634154577847,0.7193192474964893,1.3186709527100957,1.2882871622028338
15,0.841912585382829,0.36269845716663796,0.6708107989835927,0.8138181446978786,1.3041139038813305,0.7926223053685221
16,1.0963656783407054,0.45032697000985156,0.717909135628954,0.7619075688104291,0.8763623643085756,0.9442843767503869
17,0.7930989141816114,0.9902655691284241,0.549746719678697,0.5106984839295162,0.11836874391413577,0.1011137589008757
18,0.25960432272392786,0.08646871949780144,0.14444709681418244,0.28336258482652954,0.7748208563308413,0.6311839729158863
